Total Number of Records            962.
             DATA SET: https://mynasadata.larc.nasa.gov/thredds/dodsC/MERRA2_T2M_agg
             X: 0.5 to 962.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (months since 01-JAN-1980)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: T2M_ is Monthly Surface Temperature (degrees Celsius)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,T2M_
"NOV-2013",407,24.375,42,0.122589  
"NOV-2013",407,25,42,1.86758  
"DEC-2013",408,24.375,42,2.53583  
"DEC-2013",408,25,42,4.38547  
"JAN-2014",409,24.375,42,3.88519  
"JAN-2014",409,25,42,6.18036  
"MAR-2014",410,24.375,42,6.11176  
"MAR-2014",410,25,42,8.96716  
"APR-2014",411,24.375,42,9.51416  
"APR-2014",411,25,42,12.3109  
"MAY-2014",412,24.375,42,13.307  
"MAY-2014",412,25,42,16.3821  
"JUN-2014",413,24.375,42,17.1449  
"JUN-2014",413,25,42,20.1913  
"JUL-2014",414,24.375,42,19.8808  
"JUL-2014",414,25,42,23.1989  
"AUG-2014",415,24.375,42,20.559  
"AUG-2014",415,25,42,23.9467  
"AUG-2014",416,24.375,42,14.5391  
"AUG-2014",416,25,42,17.4914  
"OCT-2014",417,24.375,42,9.28745  
"OCT-2014",417,25,42,11.5895  
"OCT-2014",418,24.375,42,5.05792  
"OCT-2014",418,25,42,6.5278  
"DEC-2014",419,24.375,42,1.36719  
"DEC-2014",419,25,42,3.54852  
"DEC-2014",420,24.375,42,-0.619476  
"DEC-2014",420,25,42,1.74326  
"JAN-2015",421,24.375,42,-0.549713  
"JAN-2015",421,25,42,1.91254  
"MAR-2015",422,24.375,42,1.38712  
"MAR-2015",422,25,42,4.44855  
"APR-2015",423,24.375,42,6.81458  
"APR-2015",423,25,42,9.81375  
"MAY-2015",424,24.375,42,14.8849  
"MAY-2015",424,25,42,17.6023  
"JUN-2015",425,24.375,42,15.9422  
"JUN-2015",425,25,42,19.0495  
"JUL-2015",426,24.375,42,21.2416  
"JUL-2015",426,25,42,24.8799  
"AUG-2015",427,24.375,42,21.168  
"AUG-2015",427,25,42,24.781  
"AUG-2015",428,24.375,42,18.0549  
"AUG-2015",428,25,42,20.7479  
"OCT-2015",429,24.375,42,9.54898  
"OCT-2015",429,25,42,11.7934  
"OCT-2015",430,24.375,42,7.8833  
"OCT-2015",430,25,42,10.3442  
"DEC-2015",431,24.375,42,2.35068  
"DEC-2015",431,25,42,4.16757  
"DEC-2015",432,24.375,42,-2.06854  
"DEC-2015",432,25,42,0.0609436  
"JAN-2016",433,24.375,42,5.39648  
"JAN-2016",433,25,42,7.72159  
"MAR-2016",434,24.375,42,4.95734  
"MAR-2016",434,25,42,7.82788  
"APR-2016",435,24.375,42,12.0627  
"APR-2016",435,25,42,14.716  
"MAY-2016",436,24.375,42,12.642  
"MAY-2016",436,25,42,15.6425  
"MAY-2016",437,24.375,42,19.4085  
"MAY-2016",437,25,42,22.5856  
"JUL-2016",438,24.375,42,21.6746  
"JUL-2016",438,25,42,25.33  
"JUL-2016",439,24.375,42,20.4659  
"JUL-2016",439,25,42,24.4168  
"AUG-2016",440,24.375,42,16.3989  
"AUG-2016",440,25,42,20.0355  
"SEP-2016",441,24.375,42,9.67401  
"SEP-2016",441,25,42,11.8948  
"OCT-2016",442,24.375,42,5.12628  
"OCT-2016",442,25,42,7.20978  
"NOV-2016",443,24.375,42,-2.49161  
"NOV-2016",443,25,42,-0.0708008  
"DEC-2016",444,24.375,42,-7.49915  
"DEC-2016",444,25,42,-5.41907  
"JAN-2017",445,24.375,42,1.14648  
"JAN-2017",445,25,42,3.51117  
"MAR-2017",446,24.375,42,6.00082  
"MAR-2017",446,25,42,8.65976  
"APR-2017",447,24.375,42,8.12552  
"APR-2017",447,25,42,10.9349  
"MAY-2017",448,24.375,42,13.5324  
"MAY-2017",448,25,42,16.6595  
"JUN-2017",449,24.375,42,19.2172  
"JUN-2017",449,25,42,22.6414  
"JUL-2017",450,24.375,42,21.1321  
"JUL-2017",450,25,42,24.8525  
"AUG-2017",451,24.375,42,21.3177  
"AUG-2017",451,25,42,24.9456  
"AUG-2017",452,24.375,42,17.3036  
"AUG-2017",452,25,42,20.6832  
"SEP-2017",453,24.375,42,10.2532  
"SEP-2017",453,25,42,12.8899  
"OCT-2017",454,24.375,42,4.95441  
"OCT-2017",454,25,42,7.30969  
"NOV-2017",455,24.375,42,1.6452  
"NOV-2017",455,25,42,4.14514  
"DEC-2017",456,24.375,42,0.561554  
"DEC-2017",456,25,42,2.47919  
"JAN-2018",457,24.375,42,0.238983  
"JAN-2018",457,25,42,2.39304  
"MAR-2018",458,24.375,42,4.69138  
"MAR-2018",458,25,42,7.02628  
"APR-2018",459,24.375,42,12.8293  
"APR-2018",459,25,42,15.1334  
"MAY-2018",460,24.375,42,15.7065  
"MAY-2018",460,25,42,18.5356  
"JUN-2018",461,24.375,42,18.0744  
"JUN-2018",461,25,42,21.4843  
"JUL-2018",462,24.375,42,19.3368  
"JUL-2018",462,25,42,22.6441  
"AUG-2018",463,24.375,42,20.3549  
"AUG-2018",463,25,42,24.0954  
"AUG-2018",464,24.375,42,16.0046  
"AUG-2018",464,25,42,19.5418  
"OCT-2018",465,24.375,42,11.3286  
"OCT-2018",465,25,42,14.0483  
"OCT-2018",466,24.375,42,4.98532  
"OCT-2018",466,25,42,6.81036  
"DEC-2018",467,24.375,42,-0.745758  
"DEC-2018",467,25,42,1.349  
"DEC-2018",468,24.375,42,-2.19016  
"DEC-2018",468,25,42,0.643036  
"JAN-2019",469,24.375,42,0.495392  
"JAN-2019",469,25,42,3.17175  
"MAR-2019",470,24.375,42,5.92886  
"MAR-2019",470,25,42,8.91122  
"APR-2019",471,24.375,42,8.29294  
"APR-2019",471,25,42,10.9807  
"MAY-2019",472,24.375,42,13.6117  
"MAY-2019",472,25,42,17.0758  
"JUN-2019",473,24.375,42,19.4947  
"JUN-2019",473,25,42,23.1916  
"JUL-2019",474,24.375,42,20.7504  
"JUL-2019",474,25,42,24.0939  
"AUG-2019",475,24.375,42,21.3177  
"AUG-2019",475,25,42,24.3558  
"AUG-2019",476,24.375,42,17.249  
"AUG-2019",476,25,42,20.4189  
"OCT-2019",477,24.375,42,13.9085  
"OCT-2019",477,25,42,16.0094  
"OCT-2019",478,24.375,42,8.87732  
"OCT-2019",478,25,42,11.3246  
"DEC-2019",479,24.375,42,1.92932  
"DEC-2019",479,25,42,4.19302  
"DEC-2019",480,24.375,42,-1.18179  
"DEC-2019",480,25,42,1.32584  
